1,Hauptstrasse
1,Zürich
1,Muster,Hans,1,1
2,Muster,Hans,1,1
3,Muster,Hans,1,1
4,Muster,Hans,1,1
5,Muster,Hans,1,1
6,Muster,Hans,1,1
7,Muster,Hans,1,1
8,Muster,Hans,1,1
9,Muster,Hans,1,1
10,Muster,Hans,1,1
11,Muster,Hans,1,1
12,Muster,Hans,1,1
13,Muster,Hans,1,1
14,Muster,Hans,1,1
15,Muster,Hans,1,1
16,Muster,Hans,1,1
17,Muster,Hans,1,1
18,Muster,Hans,1,1
19,Muster,Hans,1,1
20,Muster,Hans,1,1
21,Muster,Hans,1,1
22,Muster,Hans,1,1
23,Muster,Hans,1,1
24,Muster,Hans,1,1
25,Muster,Hans,1,1
26,Muster,Hans,1,1
27,Muster,Hans,1,1
28,Muster,Hans,1,1
29,Muster,Hans,1,1
30,Muster,Hans,1,1
31,Muster,Hans,1,1
32,Muster,Hans,1,1
33,Muster,Hans,1,1
34,Muster,Hans,1,1
35,Muster,Hans,1,1
36,Muster,Hans,1,1
37,Muster,Hans,1,1
38,Muster,Hans,1,1
39,Muster,Hans,1,1
40,Muster,Hans,1,1
41,Muster,Hans,1,1
42,Muster,Hans,1,1
43,Muster,Hans,1,1
44,Muster,Hans,1,1
45,Muster,Hans,1,1
46,Muster,Hans,1,1
47,Muster,Hans,1,1
48,Muster,Hans,1,1
49,Muster,Hans,1,1
50,Muster,Hans,1,1
51,Muster,Hans,1,1
52,Muster,Hans,1,1
53,Muster,Hans,1,1
54,Muster,Hans,1,1
55,Muster,Hans,1,1
56,Muster,Hans,1,1
57,Muster,Hans,1,1
58,Muster,Hans,1,1
59,Muster,Hans,1,1
60,Muster,Hans,1,1
61,Muster,Hans,1,1
62,Muster,Hans,1,1
63,Muster,Hans,1,1
64,Muster,Hans,1,1
65,Muster,Hans,1,1
66,Muster,Hans,1,1
67,Muster,Hans,1,1
68,Muster,Hans,1,1
69,Muster,Hans,1,1
70,Muster,Hans,1,1
71,Muster,Hans,1,1
72,Muster,Hans,1,1
73,Muster,Hans,1,1
74,Muster,Hans,1,1
75,Muster,Hans,1,1
76,Muster,Hans,1,1
77,Muster,Hans,1,1
78,Muster,Hans,1,1
79,Muster,Hans,1,1
80,Muster,Hans,1,1
81,Muster,Hans,1,1
82,Muster,Hans,1,1
83,Muster,Hans,1,1
84,Muster,Hans,1,1
85,Muster,Hans,1,1
86,Muster,Hans,1,1
87,Muster,Hans,1,1
88,Muster,Hans,1,1
89,Muster,Hans,1,1
90,Muster,Hans,1,1
91,Muster,Hans,1,1
92,Muster,Hans,1,1
93,Muster,Hans,1,1
94,Muster,Hans,1,1
95,Muster,Hans,1,1
96,Muster,Hans,1,1
97,Muster,Hans,1,1
98,Muster,Hans,1,1
99,Muster,Hans,1,1
100,Muster,Hans,1,1
101,Muster,Hans,1,1
102,Muster,Hans,1,1
103,Muster,Hans,1,1
104,Muster,Hans,1,1
105,Muster,Hans,1,1
106,Muster,Hans,1,1
107,Muster,Hans,1,1
108,Muster,Hans,1,1
109,Muster,Hans,1,1
110,Muster,Hans,1,1
111,Muster,Hans,1,1
112,Muster,Hans,1,1
113,Muster,Hans,1,1
114,Muster,Hans,1,1
115,Muster,Hans,1,1
116,Muster,Hans,1,1
117,Muster,Hans,1,1
118,Muster,Hans,1,1
119,Muster,Hans,1,1
120,Muster,Hans,1,1
121,Muster,Hans,1,1
122,Muster,Hans,1,1
123,Muster,Hans,1,1
124,Muster,Hans,1,1
125,Muster,Hans,1,1
126,Muster,Hans,1,1
127,Muster,Hans,1,1
128,Muster,Hans,1,1
129,Muster,Hans,1,1
130,Muster,Hans,1,1
131,Muster,Hans,1,1
132,Muster,Hans,1,1
133,Muster,Hans,1,1
134,Muster,Hans,1,1
135,Muster,Hans,1,1
136,Muster,Hans,1,1
137,Muster,Hans,1,1
138,Muster,Hans,1,1
139,Muster,Hans,1,1
140,Muster,Hans,1,1
141,Muster,Hans,1,1
142,Muster,Hans,1,1
143,Muster,Hans,1,1
144,Muster,Hans,1,1
145,Muster,Hans,1,1
146,Muster,Hans,1,1
147,Muster,Hans,1,1
148,Muster,Hans,1,1
149,Muster,Hans,1,1
150,Muster,Hans,1,1
151,Muster,Hans,1,1
152,Muster,Hans,1,1
153,Muster,Hans,1,1
154,Muster,Hans,1,1
155,Muster,Hans,1,1
156,Muster,Hans,1,1
157,Muster,Hans,1,1
158,Muster,Hans,1,1
159,Muster,Hans,1,1
160,Muster,Hans,1,1
161,Muster,Hans,1,1
162,Muster,Hans,1,1
163,Muster,Hans,1,1
164,Muster,Hans,1,1
165,Muster,Hans,1,1
166,Muster,Hans,1,1
167,Muster,Hans,1,1
168,Muster,Hans,1,1
169,Muster,Hans,1,1
170,Muster,Hans,1,1
171,Muster,Hans,1,1
172,Muster,Hans,1,1
173,Muster,Hans,1,1
174,Muster,Hans,1,1
175,Muster,Hans,1,1
176,Muster,Hans,1,1
177,Muster,Hans,1,1
178,Muster,Hans,1,1
179,Muster,Hans,1,1
180,Muster,Hans,1,1
181,Muster,Hans,1,1
182,Muster,Hans,1,1
183,Muster,Hans,1,1
184,Muster,Hans,1,1
185,Muster,Hans,1,1
186,Muster,Hans,1,1
187,Muster,Hans,1,1
188,Muster,Hans,1,1
189,Muster,Hans,1,1
190,Muster,Hans,1,1
191,Muster,Hans,1,1
192,Muster,Hans,1,1
193,Muster,Hans,1,1
194,Muster,Hans,1,1
195,Muster,Hans,1,1
196,Muster,Hans,1,1
197,Muster,Hans,1,1
198,Muster,Hans,1,1
199,Muster,Hans,1,1
200,Muster,Hans,1,1
201,Muster,Hans,1,1
202,Muster,Hans,1,1
203,Muster,Hans,1,1
204,Muster,Hans,1,1
205,Muster,Hans,1,1
206,Muster,Hans,1,1
207,Muster,Hans,1,1
208,Muster,Hans,1,1
209,Muster,Hans,1,1
210,Muster,Hans,1,1
211,Muster,Hans,1,1
212,Muster,Hans,1,1
213,Muster,Hans,1,1
214,Muster,Hans,1,1
215,Muster,Hans,1,1
216,Muster,Hans,1,1
217,Muster,Hans,1,1
218,Muster,Hans,1,1
219,Muster,Hans,1,1
220,Muster,Hans,1,1
221,Muster,Hans,1,1
222,Muster,Hans,1,1
223,Muster,Hans,1,1
224,Muster,Hans,1,1
225,Muster,Hans,1,1
226,Muster,Hans,1,1
227,Muster,Hans,1,1
228,Muster,Hans,1,1
229,Muster,Hans,1,1
230,Muster,Hans,1,1
231,Muster,Hans,1,1
232,Muster,Hans,1,1
233,Muster,Hans,1,1
234,Muster,Hans,1,1
235,Muster,Hans,1,1
236,Muster,Hans,1,1
237,Muster,Hans,1,1
238,Muster,Hans,1,1
239,Muster,Hans,1,1
240,Muster,Hans,1,1
241,Muster,Hans,1,1
242,Muster,Hans,1,1
243,Muster,Hans,1,1
244,Muster,Hans,1,1
245,Muster,Hans,1,1
246,Muster,Hans,1,1
247,Muster,Hans,1,1
248,Muster,Hans,1,1
249,Muster,Hans,1,1
250,Muster,Hans,1,1
251,Muster,Hans,1,1
252,Muster,Hans,1,1
253,Muster,Hans,1,1
254,Muster,Hans,1,1
255,Muster,Hans,1,1
256,Muster,Hans,1,1
257,Muster,Hans,1,1
258,Muster,Hans,1,1
259,Muster,Hans,1,1
260,Muster,Hans,1,1
261,Muster,Hans,1,1
262,Muster,Hans,1,1
263,Muster,Hans,1,1
264,Muster,Hans,1,1
265,Muster,Hans,1,1
266,Muster,Hans,1,1
267,Muster,Hans,1,1
268,Muster,Hans,1,1
269,Muster,Hans,1,1
270,Muster,Hans,1,1
271,Muster,Hans,1,1
272,Muster,Hans,1,1
273,Muster,Hans,1,1
274,Muster,Hans,1,1
275,Muster,Hans,1,1
276,Muster,Hans,1,1
277,Muster,Hans,1,1
278,Muster,Hans,1,1
279,Muster,Hans,1,1
280,Muster,Hans,1,1
281,Muster,Hans,1,1
282,Muster,Hans,1,1
283,Muster,Hans,1,1
284,Muster,Hans,1,1
285,Muster,Hans,1,1
286,Muster,Hans,1,1
287,Muster,Hans,1,1
288,Muster,Hans,1,1
289,Muster,Hans,1,1
290,Muster,Hans,1,1
291,Muster,Hans,1,1
292,Muster,Hans,1,1
293,Muster,Hans,1,1
294,Muster,Hans,1,1
295,Muster,Hans,1,1
296,Muster,Hans,1,1
297,Muster,Hans,1,1
298,Muster,Hans,1,1
299,Muster,Hans,1,1
300,Muster,Hans,1,1
301,Muster,Hans,1,1
302,Muster,Hans,1,1
303,Muster,Hans,1,1
304,Muster,Hans,1,1
305,Muster,Hans,1,1
306,Muster,Hans,1,1
307,Muster,Hans,1,1
308,Muster,Hans,1,1
309,Muster,Hans,1,1
310,Muster,Hans,1,1
311,Muster,Hans,1,1
312,Muster,Hans,1,1
313,Muster,Hans,1,1
314,Muster,Hans,1,1
315,Muster,Hans,1,1
316,Muster,Hans,1,1
317,Muster,Hans,1,1
318,Muster,Hans,1,1
319,Muster,Hans,1,1
320,Muster,Hans,1,1
321,Muster,Hans,1,1
322,Muster,Hans,1,1
323,Muster,Hans,1,1
324,Muster,Hans,1,1
325,Muster,Hans,1,1
326,Muster,Hans,1,1
327,Muster,Hans,1,1
328,Muster,Hans,1,1
329,Muster,Hans,1,1
330,Muster,Hans,1,1
331,Muster,Hans,1,1
332,Muster,Hans,1,1
333,Muster,Hans,1,1
334,Muster,Hans,1,1
335,Muster,Hans,1,1
336,Muster,Hans,1,1
337,Muster,Hans,1,1
338,Muster,Hans,1,1
339,Muster,Hans,1,1
340,Muster,Hans,1,1
341,Muster,Hans,1,1
342,Muster,Hans,1,1
343,Muster,Hans,1,1
344,Muster,Hans,1,1
345,Muster,Hans,1,1
346,Muster,Hans,1,1
347,Muster,Hans,1,1
348,Muster,Hans,1,1
349,Muster,Hans,1,1
350,Muster,Hans,1,1
351,Muster,Hans,1,1
352,Muster,Hans,1,1
353,Muster,Hans,1,1
354,Muster,Hans,1,1
355,Muster,Hans,1,1
356,Muster,Hans,1,1
357,Muster,Hans,1,1
358,Muster,Hans,1,1
359,Muster,Hans,1,1
360,Muster,Hans,1,1
361,Muster,Hans,1,1
